Id,Username,Full Name,Phone,Robot,Stores,Another Stores,Address,Postcode,City,Upload Proof,Proof Date,Client Type,IBAN,BIC,Robot Serial No,Status
"64","fenemp5@mailinator.com","fen emp","0261548963","Robot Cosmy 250","Aussonne piscine & spa","","","","","https://www.summerbwt.fr/upload/op3/COSMY73.png","2024-04-22 15:16:03","Particulier","FR1410096000504952571674Q52","FJDRBGRY","21354365424278578","Pending"
"65","foreachnext@mailinator.com","foreachnext foreachnext","0215458555","Robot Cosmy 250","ASPS - Aqua soft piscines & spa","","","","","https://www.summerbwt.fr/upload/op3/Robot-P4007.png","2024-04-22 15:21:47","Particulier","FR0730003000501214948442R35","CDFDRGFR","21543254325463535","Pending"
"72","john2012007@gmail.com","John adamy","0426067808","Robot Cosmy 250","APF","","","","","https://www.summerbwt.fr/upload/op3/Contrat-excellence1.pdf","2024-04-24 11:01:49","Particulier","FR7930003000708452676963C97","VGRYRUGR","7856524646546461","Pending"
"73","loyola.martinet@take-off.fr","Loyola Martinet","0744447168","Robot Cosmy 250","Aquanox","","","","","https://www.summerbwt.fr/upload/op3/Redaction_Dévis1.PNG","2024-04-24 12:30:28","Particulier","FR7611315000011234567890138","CMCIFRPP","1215251","Pending"
"78","pgiboire@phare-west.fr","Pauline Giboire","0637666926","Robot Cosmy 250","Aquabell`eau","","","","","https://www.summerbwt.fr/upload/op3/TEST_SUMMER11.pdf","2024-04-26 10:23:13","Particulier","FR1420041010050500013","PSSTFRPP","123456","Pending"
"93","manon.morfin@take-off.fr","Manon Morfin","0606060606","Robot Cosmy 250","ASPS - Aqua soft piscines & spa","","","","","https://www.summerbwt.fr/upload/op3/Redaction_Dévis7.PNG","2024-04-30 10:05:01","Particulier","FR7611315000011234567890138","CMCIFRPP","1215251","Pending"
"95","manon.morfin@take-off.fr","Manon Morfin","0606060606","Robot Cosmy 250","Aquitaine réseau","","","","","https://www.summerbwt.fr/upload/op3/Redaction_Dévis11.PNG","2024-04-30 10:06:01","Particulier","FR7611315000011234567890138","CMCIFRPP","42873698","Pending"
"15","test@signorel.com","test test marc","0612199001","Robot Cosmy 200","Blue way","","","","","https://www.summerbwt.fr/upload/op3/Froggies1.jpg","2024-04-19 15:16:00","Particulier","FR7610107001011234567890129","AZERERZR","123","Pending"
"81","pgiboire@phare-west.fr","Pauline Giboire","0637666926","Robot Cosmy 200","Abyss piscine","","","","","https://www.summerbwt.fr/upload/op3/TEST_SUMMER15.pdf","2024-04-26 10:49:55","Particulier","FR1420041010050500013M02606","PSSTFRPF","0987654","Pending"
"82","ebry@phare-west.fr","Elise Bry","0643347271","Robot Cosmy 200","Aquabelleau","","","","","https://www.summerbwt.fr/upload/op3/TEST1.pdf","2024-04-26 10:50:34","Particulier","FR7630001007941234567890185","SOGEFRPP","1234565","Pending"
"86","marc0093093@signorel.com","Marc REZAEAZR","0192929292","Robot Cosmy 200","aqua system","","","","","https://www.summerbwt.fr/upload/op3/TEST_SUMMER23.pdf","2024-04-29 15:52:21","Particulier","FR7611808009101234567890147","OUYSCHKP","987543","Pending"
"102","jmduffau@gmail.com","JEAN-MICHEL DUFFAU","0699384356","Robot Cosmy 200","Art piscine","","","","","https://www.summerbwt.fr/upload/op3/img20240512_113723901.pdf","2024-05-12 11:56:29","Particulier","FR7611206201117000730817560","AGRIFRP8","2208004844","Pending"
"41","john2012007@gmail.com","John adamy","0426067808","Robot Cosmy 150","Aquanox","","","","","https://www.summerbwt.fr/upload/op3/game3.png","2024-04-22 12:40:42","Particulier","FR7630001007941234567890178","kdfvdxxd","1235456785742478784","Pending"
"43","john2012007@gmail.com","John adamy","0426067808","Robot Cosmy 150","Aquamag","","","","","https://www.summerbwt.fr/upload/op3/COSMY41.png","2024-04-22 12:46:17","Particulier","FR7630001007941234567890178","bhnfbtbf","1651653168546598","Pending"
"125","manu_dmi@yahoo.fr","Manuella GUIRONNET","0618920282","Robot Cosmy 150","Aquanox","","","","","https://www.summerbwt.fr/upload/op3/FA00082061.pdf","2024-05-22 07:55:50","Particulier","FR7630004003710000681213558","BNPAFRPP","2304002295","Pending"
"132","nicoleau.jean-marie@hotmail.fr","Jean Marie NICOLEAU","0632272174","Robot Cosmy 150","P2RE","","","","","https://www.summerbwt.fr/upload/op3/facture_robot_piscine_bwt_150_mai_241.pdf","2024-05-27 19:46:34","Particulier","FR7630003037040005006479303","SOGEFRPP","2207007419","Pending"
"11","marcxyz@signorel.com","Marc SIGNOREL","0612199001","Robot Cosmy 100","APF","","","","","https://www.summerbwt.fr/upload/op3/marc_ID9.jpeg","2024-04-19 15:01:29","Particulier","FR7630056009271234567890182","AZEAZEAZ","123","Pending"
"21","marc22av@signorel.com","Marc SIGNOREL","0612199001","Robot Cosmy 100","RABUEL","","","","","https://www.summerbwt.fr/upload/op3/1024_Robots_Form_page3.jpg","2024-04-22 09:45:51","Particulier","FR7614410000011234567890163","AZEAZEZE","123123","Pending"
"22","pgiboire@phare-west.fr","Pauline Giboire","0637666926","Robot Cosmy 100","RITTAUD PIERRICK FLORENT","","","","","https://www.summerbwt.fr/upload/op3/TEST_SUMMER5.pdf","2024-04-22 09:52:01","Professional","FR1420041010050500013","PSSTFRPP","1234","Pending"
"54","john2012007@gmail.com","John adamy","0426067808","Robot Cosmy 100","Aerospa","","","","","https://www.summerbwt.fr/upload/op3/car23.png","2024-04-22 13:08:06","Particulier","FR7630001007941234567890178","RGTGTHYJ","41542054254254","Pending"
"91","jld24@signorel.com","jean-louis david","0612131415","Robot Cosmy 100","Aquamag","","","","","https://www.summerbwt.fr/upload/op3/sports_png__1140x400_q85_crop_replace_alpha-FFFFFF_subsampling-2_upscale1.jpg","2024-04-29 17:36:42","Particulier","FR7630001007941234567890185","AZEAZEER","002993889138999218481293","Pending"
